flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2,kepler_id
25634.639,5.8229294,0,0.0011994196,76.0934000067131,429.90414711509334,1105,21712.535,4.969862,1377.2891,0.21921527,25634.639,5.8229294,0,,,,,76.0934000067131,0.0003146536,429.90414711509334,0.00031360547,0.005545214,0.058178294,4484356
25255.545,5.820707,0,0.0012004226,76.09289461751129,429.90379526658705,1106,21671.385,4.967226,1376.973,0.21902438,25255.545,5.820707,0,,,,,76.09289461751129,0.00031526416,429.90379526658705,0.0003141983,0.0054692575,0.057857778,4484356
25246.768,5.818998,0,0.0012014257,76.09295958147777,429.904153468235,1107,21640.012,4.9649587,1376.4352,0.21938358,25246.768,5.818998,0,,,,,76.09295958147777,0.0003157155,429.904153468235,0.00031459567,0.0055474024,0.05766576,4484356
25238.012,5.8100977,0,0.0012024285,76.09248411577842,429.9035383522155,1108,21598.803,4.962374,1376.8569,0.21920949,25238.012,5.8100977,0,,,,,76.09248411577842,0.00031618142,429.9035383522155,0.0003150213,0.0058548837,0.057751916,4484356
25228.916,5.8100595,0,0.0012034314,76.09305665561392,429.90359228534396,1109,21548.703,4.9593797,1377.7274,0.21926084,25228.916,5.8100595,0,,,,,76.09305665561392,0.00031697634,429.90359228534396,0.00031591472,0.005597855,0.05790539,4484356
25229.041,5.8055506,0,0.0012044342,76.09418393560536,429.90343394970694,1110,21497.121,4.9560356,1377.064,0.2192145,25229.041,5.8055506,0,,,,,76.09418393560536,0.0003176692,429.90343394970694,0.0003165344,0.0056587397,0.05789004,4484356
25233.102,5.798244,0,0.0012054369,76.09306535704015,429.9037764012404,1111,21441.168,4.9523635,1376.8196,0.21945591,25233.102,5.798244,0,,,,,76.09306535704015,0.0003183064,429.9037764012404,0.0003171748,0.0055824276,0.057988625,4484356
25237.13,5.795436,0,0.0012064396,76.09292286276872,429.90355360464144,1112,21375.816,4.9469957,1377.4489,0.21935084,25237.13,5.795436,0,,,,,76.09292286276872,0.0003193013,429.90355360464144,0.00031818316,0.005392492,0.057866972,4484356
25147.346,5.792234,0,0.0012074423,76.09319700060266,429.90349280426796,1113,21299.457,4.940638,1375.8029,0.21911874,25147.346,5.792234,0,,,,,76.09319700060266,0.0003203908,429.90349280426796,0.0003192994,0.005523767,0.05783595,4484356
25079.84,5.784894,0,0.0012084448,76.093040862157,429.90498729365186,1114,21241.934,4.9360523,1376.6042,0.21920392,25079.84,5.784894,0,,,,,76.093040862157,0.00032116074,429.90498729365186,0.00032002822,0.0052876226,0.058036424,4484356
25017.291,5.7800856,0,0.0012094473,76.09293050919182,429.9033927122716,1115,21188.754,4.9316974,1377.2169,0.2189782,25017.291,5.7800856,0,,,,,76.09293050919182,0.0003218217,429.9033927122716,0.0003207084,0.005674403,0.057939183,4484356
24928.549,5.7753396,0,0.0012104497,76.09266629864327,429.902932151632,1116,21113.848,4.926879,1376.2522,0.21916032,24928.549,5.7753396,0,,,,,76.09266629864327,0.00032289608,429.902932151632,0.00032180556,0.005584426,0.057524357,4484356
24839.992,5.7607484,0,0.0012114522,76.09313384676969,429.9026860593262,1117,21038.338,4.9194813,1376.5586,0.21932243,24839.992,5.7607484,0,,,,,76.09313384676969,0.0003240127,429.9026860593262,0.00032288182,0.0058974936,0.057566945,4484356
24770.404,5.7607465,0,0.0012124545,76.09347705712577,429.9031825519479,1118,20979.318,4.9158177,1377.6919,0.21900377,24770.404,5.7607465,0,,,,,76.09347705712577,0.00032492832,429.9031825519479,0.00032376166,0.0059060054,0.05758526,4484356
24711.408,5.756926,0,0.0012134569,76.09279331402283,429.90287511098677,1119,20929.648,4.9125504,1376.43,0.21922706,24711.408,5.756926,0,,,,,76.09279331402283,0.0003256209,429.90287511098677,0.0003244314,0.005766925,0.057074133,4484356
24632.324,5.752449,0,0.0012144592,76.09316456743294,429.9023187877196,1120,20862.582,4.9081683,1375.8387,0.21916023,24632.324,5.752449,0,,,,,76.09316456743294,0.00032649672,429.9023187877196,0.0003253393,0.006067144,0.057238065,4484356
24580.354,5.7476892,0,0.0012154614,76.09344926894069,429.90328872493313,1121,20818.39,4.905276,1375.8134,0.21930142,24580.354,5.7476892,0,,,,,76.09344926894069,0.0003271056,429.90328872493313,0.00032593857,0.0061767437,0.057558753,4484356
24544.55,5.7477307,0,0.0012164635,76.09323568306462,429.90283416714414,1122,20787.688,4.9034157,1376.6663,0.21914203,24544.55,5.7477307,0,,,,,76.09323568306462,0.00032757965,429.90283416714414,0.00032644547,0.0062619234,0.05725117,4484356
24540.736,5.748538,0,0.0012174656,76.09263494903402,429.9030651958284,1123,20783.99,4.903019,1375.4922,0.21909134,24540.736,5.748538,0,,,,,76.09263494903402,0.0003276302,429.9030651958284,0.0003264834,0.0061725196,0.057505015,4484356
24526.67,5.745395,0,0.0012184676,76.09348542535169,429.9031059741239,1124,20772.371,4.9023232,1376.8192,0.21884604,24526.67,5.745395,0,,,,,76.09348542535169,0.00032779583,429.9031059741239,0.00032664358,0.0062841387,0.057423323,4484356
24535.422,5.7465057,0,0.0012194696,76.09282365924697,429.9025438207153,1125,20780.508,4.9028387,1375.7787,0.21947043,24535.422,5.7465057,0,,,,,76.09282365924697,0.0003277094,429.9025438207153,0.00032654573,0.0059372736,0.057540283,4484356
24548.857,5.750779,0,0.0012204716,76.09303523655905,429.90263183510774,1126,20791.871,4.9035788,1374.7726,0.21937956,24548.857,5.750779,0,,,,,76.09303523655905,0.0003274724,429.90263183510774,0.00032633214,0.0061198804,0.05734989,4484356
24590.287,5.751174,0,0.0012214734,76.09312106316712,429.90309711172716,1127,20826.787,4.905866,1375.807,0.21931174,24590.287,5.751174,0,,,,,76.09312106316712,0.00032701943,429.90309711172716,0.00032587335,0.0057646963,0.05733668,4484356
24012.19,5.7118015,0,0.0012224753,76.09305497843744,429.90269602257496,1128,20335.771,4.8740053,1375.1147,0.21923922,24012.19,5.7118015,0,,,,,76.09305497843744,0.00033441334,429.90269602257496,0.00033325356,0.0057554794,0.057389654,4484356
22205.385,5.589474,0,0.0012234771,76.092966309527,429.90191307955786,1129,18801.453,4.7677164,1375.866,0.21911478,22205.385,5.589474,0,,,,,76.092966309527,0.00035933114,429.90191307955786,0.00035821894,0.0060529993,0.057178024,4484356
21517.576,5.5437717,0,0.0012244787,76.09249189629288,429.9011927012357,1130,18217.469,4.7268133,1376.5192,0.21917827,21517.576,5.5437717,0,,,,,76.09249189629288,0.0003700239,429.9011927012357,0.0003688361,0.005723046,0.05720633,4484356
23055.496,5.654044,0,0.0012254803,76.09340897683309,429.9027772297123,1131,19523.375,4.820664,1375.7307,0.21903339,23055.496,5.654044,0,,,,,76.09340897683309,0.0003470063,429.9027772297123,0.00034591713,0.005934191,0.057388846,4484356
24690.38,5.757172,0,0.001226482,76.09264159948992,429.90284970853,1132,20912.096,4.911313,1376.1967,0.2191786,24690.38,5.757172,0,,,,,76.09264159948992,0.00032582987,429.90284970853,0.00032466906,0.0057529993,0.05763902,4484356
24890.754,5.772669,8192,0.0012274835,76.0925765454863,429.90315551252434,1133,21081.578,4.922372,1375.5045,0.21916974,24890.754,5.772669,8192,,,,,76.0925765454863,0.00032336265,429.90315551252434,0.00032230842,0.0056903525,0.057472326,4484356
24944.012,5.7769156,0,0.001228485,76.09298603099397,429.90271983866,1134,21127.506,4.9278574,1375.7466,0.21920003,24944.012,5.7769156,0,,,,,76.09298603099397,0.00032274332,429.90271983866,0.0003216148,0.0060235197,0.057202168,4484356
25008.562,5.782108,0,0.0012294864,76.09359335948042,429.903482256025,1135,21182.357,4.9313087,1375.2942,0.21914479,25008.562,5.782108,0,,,,,76.09359335948042,0.00032186942,429.903482256025,0.00032073256,0.0059358897,0.057605222,4484356
25068.182,5.7865257,0,0.0012304878,76.09330797070828,429.9036667166849,1136,21232.98,4.936203,1374.5702,0.21927905,25068.182,5.7865257,0,,,,,76.09330797070828,0.00032117093,429.9036667166849,0.0003201084,0.005799333,0.057269264,4484356
25128.387,5.7879105,0,0.0012314892,76.09357095706993,429.90336909501224,1137,21284.156,4.9395785,1374.6798,0.21928735,25128.387,5.7879105,0,,,,,76.09357095706993,0.0003204981,429.90336909501224,0.00031941623,0.0062408936,0.057273127,4484356
25192.719,5.795101,0,0.0012324904,76.09307164901611,429.9021839063943,1138,21339.236,4.943134,1374.9551,0.21902023,25192.719,5.795101,0,,,,,76.09307164901611,0.00031977406,429.9021839063943,0.00031872917,0.006137397,0.05662655,4484356
25251.451,5.800076,0,0.0012334917,76.09322381586199,429.9028806073538,1139,21388.752,4.9482703,1373.8738,0.21912336,25251.451,5.800076,0,,,,,76.09322381586199,0.0003190912,429.9028806073538,0.0003179782,0.0062698894,0.057155117,4484356
