flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2,kepler_id
197301.86,12.147868,0,0.00032980158,713.1374583855229,916.4212062872464,568,183198.9,11.600909,1683.7806,0.54345876,197301.86,12.147868,0,,,,,713.1374583855229,5.4183434e-05,916.4212062872464,6.750863e-05,0.0005637521,-0.0031899016,10616656
197304.1,12.200864,0,0.00033057723,713.1377476849793,916.421551285727,569,183194.64,11.600819,1684.3495,0.5426679,197304.1,12.200864,0,,,,,713.1377476849793,5.4188098e-05,916.421551285727,6.751689e-05,0.0008649508,-0.0029117796,10616656
197293.16,12.237085,0,0.0003313529,713.1372866483146,916.422026441405,570,183183.95,11.6005535,1682.1191,0.54247487,197293.16,12.237085,0,,,,,713.1372866483146,5.419102e-05,916.422026441405,6.751519e-05,0.0005353998,-0.0024844732,10616656
197318.36,12.24532,0,0.00033212863,713.1379459127984,916.4223651259854,571,183206.98,11.601185,1683.335,0.5422817,197318.36,12.24532,0,,,,,713.1379459127984,5.418187e-05,916.4223651259854,6.751213e-05,0.0010126119,-0.0020785064,10616656
197299.06,12.268092,0,0.00033290443,713.1371576556508,916.423236501323,572,183197.55,11.600935,1686.2412,0.5423179,197299.06,12.268092,0,,,,,713.1371576556508,5.4194097e-05,916.423236501323,6.750769e-05,0.0005032325,-0.0013269434,10616656
197304.38,12.26219,0,0.00033368025,713.1373861915492,916.423467658917,573,183197.83,11.600893,1683.2164,0.54218733,197304.38,12.26219,0,,,,,713.1373861915492,5.418717e-05,916.423467658917,6.751463e-05,0.00056970917,-0.0011849971,10616656
197310.58,12.273997,0,0.00033445616,713.1373316273784,916.4236631890268,574,183208.12,11.601168,1684.7612,0.54193956,197310.58,12.273997,0,,,,,713.1373316273784,5.4185413e-05,916.4236631890268,6.751399e-05,0.0005844695,-0.00086125935,10616656
197313.11,12.285162,8192,0.00033523206,713.1372670751757,916.4236708474143,575,183211.06,11.601174,1683.5912,0.5414301,197313.11,12.285162,8192,,,,,713.1372670751757,5.4186847e-05,916.4236708474143,6.750611e-05,0.00051650614,-0.00085766043,10616656
197311.44,12.312134,0,0.00033600803,713.1375171362196,916.4239157755705,576,183210.98,11.601229,1683.851,0.5423859,197311.44,12.312134,0,,,,,713.1375171362196,5.418907e-05,916.4239157755705,6.751106e-05,0.00061220623,-0.0008633472,10616656
197305.19,12.309031,0,0.00033678405,713.1370554665009,916.4240988006095,577,183203.06,11.601049,1685.4124,0.54211706,197305.19,12.309031,0,,,,,713.1370554665009,5.4187665e-05,916.4240988006095,6.7516536e-05,0.00026372634,-0.00068084797,10616656
197307.5,12.3155775,0,0.00033756014,713.1373823717286,916.4241143540195,578,183205.62,11.601123,1684.1343,0.5426159,197307.5,12.3155775,0,,,,,713.1373823717286,5.4195007e-05,916.4241143540195,6.751102e-05,0.0006384192,-0.00052870146,10616656
197287.55,12.307533,0,0.00033833625,713.1374577777583,916.4239990792614,579,183181.83,11.600519,1684.7738,0.5419701,197287.55,12.307533,0,,,,,713.1374577777583,5.4193333e-05,916.4239990792614,6.751941e-05,0.0006273989,-0.0007657744,10616656
197316.11,12.324489,0,0.00033911242,713.1370936901867,916.4241494596196,580,183213.8,11.601304,1682.6854,0.5422452,197316.11,12.324489,0,,,,,713.1370936901867,5.4192038e-05,916.4241494596196,6.750268e-05,0.00039932661,-0.0006551418,10616656
197302.27,12.338946,0,0.00033988862,713.137513317609,916.4243255039567,581,183199.81,11.601133,1687.5785,0.5429986,197302.27,12.338946,0,,,,,713.137513317609,5.4198143e-05,916.4243255039567,6.751692e-05,0.00068758935,-0.0006213695,10616656
197292.36,12.331901,0,0.00034066488,713.1371507398351,916.4241959197901,582,183188.14,11.600712,1681.6018,0.54280114,197292.36,12.331901,0,,,,,713.1371507398351,5.4193795e-05,916.4241959197901,6.751885e-05,0.00035617265,-0.00067009765,10616656
197303.1,12.351259,0,0.0003414412,713.1369278677955,916.4242184430726,583,183199.64,11.601034,1684.757,0.5420085,197303.1,12.351259,0,,,,,713.1369278677955,5.4198455e-05,916.4242184430726,6.7513094e-05,0.00033233885,-0.00065198244,10616656
197326.39,12.344891,0,0.00034221754,713.1375969280639,916.4241783431346,584,183219.53,11.601403,1683.3938,0.542134,197326.39,12.344891,0,,,,,713.1375969280639,5.419395e-05,916.4241783431346,6.750627e-05,0.0007367046,-0.0006605999,10616656
197302.34,12.351702,0,0.00034299394,713.1370311244486,916.4246600751202,585,183199.1,11.600958,1685.8684,0.5420667,197302.34,12.351702,0,,,,,713.1370311244486,5.4198335e-05,916.4246600751202,6.751165e-05,0.00038519615,-0.00028322605,10616656
197303.3,12.356587,0,0.00034377037,713.1372656661308,916.4246851810873,586,183198.8,11.6010895,1685.5022,0.54326946,197303.3,12.356587,0,,,,,713.1372656661308,5.420245e-05,916.4246851810873,6.750401e-05,0.00065179553,-0.00013067733,10616656
197295.05,12.350337,0,0.00034454686,713.1373582687227,916.4250897520662,587,183191.48,11.598731,1684.0796,0.5418943,197295.05,12.350337,0,,,,,713.1373582687227,5.4199078e-05,916.4250897520662,6.7504225e-05,0.0007061193,0.00016506833,10616656
197319.6,12.366111,0,0.0003453234,713.137248479021,916.4250327754594,588,183217.98,11.599444,1683.4668,0.54257923,197319.6,12.366111,0,,,,,713.137248479021,5.4191998e-05,916.4250327754594,6.749432e-05,0.00056615006,0.00018935424,10616656
197330.25,12.36087,0,0.0003461,713.1378094255676,916.4251470754377,589,183227.19,11.599653,1682.1165,0.5416935,197330.25,12.36087,0,,,,,713.1378094255676,5.4201566e-05,916.4251470754377,6.750243e-05,0.0011475396,0.00020676998,10616656
197310.5,12.358106,0,0.00034687662,713.1382299734785,916.4249530819397,590,183211.39,11.599206,1683.2701,0.54149336,197310.5,12.358106,0,,,,,713.1382299734785,5.419185e-05,916.4249530819397,6.750365e-05,0.0014556682,0.00015111553,10616656
197291.9,12.353979,0,0.0003476533,713.1380156437453,916.4256468253004,591,183197.16,11.599025,1682.8766,0.54278773,197291.9,12.353979,0,,,,,713.1380156437453,5.4212356e-05,916.4256468253004,6.749705e-05,0.0013998668,0.0006584361,10616656
197316.58,12.349243,0,0.00034843,713.1381978003972,916.4258140808561,592,183218.27,11.599372,1683.1146,0.5422836,197316.58,12.349243,0,,,,,713.1381978003972,5.418842e-05,916.4258140808561,6.7504225e-05,0.0014686771,0.0007474089,10616656
197309.7,12.35525,0,0.00034920676,713.1383875365566,916.4265355407744,593,183217.42,11.599402,1682.8572,0.5425276,197309.7,12.35525,0,,,,,713.1383875365566,5.4209628e-05,916.4265355407744,6.749132e-05,0.0017669637,0.0013431322,10616656
197313.39,12.383088,0,0.00034998357,713.137947184011,916.4262751267431,594,183218.97,11.601316,1681.8937,0.54264057,197313.39,12.383088,0,,,,,713.137947184011,5.4201766e-05,916.4262751267431,6.750249e-05,0.001355597,0.0010837952,10616656
197294.66,12.381053,0,0.00035076044,713.1380436169316,916.4262691108895,595,183202.05,11.600805,1681.8761,0.54264694,197294.66,12.381053,0,,,,,713.1380436169316,5.4207194e-05,916.4262691108895,6.750142e-05,0.0013661397,0.0012470955,10616656
197311.62,12.400742,0,0.00035153734,713.1380033706776,916.4263538513053,596,183220.45,11.601317,1683.911,0.5423532,197311.62,12.400742,0,,,,,713.1380033706776,5.4210377e-05,916.4263538513053,6.748562e-05,0.0015191692,0.0014338178,10616656
197303.78,12.370873,0,0.00035231427,713.1382049306613,916.4268036168837,597,183214.92,11.601299,1683.3936,0.54207927,197303.78,12.370873,0,,,,,713.1382049306613,5.4209464e-05,916.4268036168837,6.749149e-05,0.001638803,0.0015978918,10616656
197298.88,12.399198,0,0.00035309128,713.1381050982426,916.4262984097852,598,183206.33,11.601021,1681.7548,0.5431647,197298.88,12.399198,0,,,,,713.1381050982426,5.4193064e-05,916.4262984097852,6.7497895e-05,0.001451804,0.0012330399,10616656
197276.64,12.385468,0,0.0003538683,713.1379964882551,916.4265537818027,599,183189.28,11.600452,1680.8501,0.54287905,197276.64,12.385468,0,,,,,713.1379964882551,5.421636e-05,916.4265537818027,6.749184e-05,0.0014508349,0.0013530526,10616656
197283.53,12.368173,0,0.0003546454,713.1381700800346,916.4260920385773,600,183196.9,11.598782,1678.4252,0.5427755,197283.53,12.368173,0,,,,,713.1381700800346,5.420647e-05,916.4260920385773,6.749292e-05,0.0014963291,0.0010579773,10616656
197307.84,12.420192,8192,0.00035542253,713.1373451967131,916.4257966028516,601,183214.72,11.599164,1679.0679,0.5419174,197307.84,12.420192,8192,,,,,713.1373451967131,5.4199514e-05,916.4257966028516,6.747752e-05,0.0009140667,0.0008174417,10616656
197345.17,12.426666,128,0.0003561997,713.137782847933,916.425410390925,602,183251.14,11.601235,1679.3999,0.54206544,197345.17,12.426666,128,,,,,713.137782847933,5.4295055e-05,916.425410390925,6.748106e-05,0.00076754333,0.0006552104,10616656
197318.39,12.43348,0,0.0003569769,713.1370843535481,916.4254888767916,603,183226.77,11.599403,1677.6626,0.5421088,197318.39,12.43348,0,,,,,713.1370843535481,5.4189997e-05,916.4254888767916,6.7475274e-05,0.00055865874,0.00057407055,10616656
197281.69,12.435252,0,0.00035775418,713.1370024321297,916.4252151058874,604,183196.3,11.598643,1680.2272,0.5417663,197281.69,12.435252,0,,,,,713.1370024321297,5.4202148e-05,916.4252151058874,6.747646e-05,0.0006416906,0.00043264785,10616656
197306.5,12.435583,0,0.00035853148,713.1372082202015,916.4252176900602,605,183217.27,11.599251,1677.285,0.5425294,197306.5,12.435583,0,,,,,713.1372082202015,5.4201526e-05,916.4252176900602,6.747268e-05,0.000853755,0.00047724953,10616656
197279.14,12.438891,0,0.00035930885,713.1372067872185,916.4251596351294,606,183188.88,11.5983515,1676.8312,0.5418843,197279.14,12.438891,0,,,,,713.1372067872185,5.420005e-05,916.4251596351294,6.748012e-05,0.00068753667,0.00028120616,10616656
197285.75,12.434321,0,0.0003600862,713.136869554137,916.4257820451925,607,183199.33,11.59963,1676.778,0.54235095,197285.75,12.434321,0,,,,,713.136869554137,5.4206e-05,916.4257820451925,6.747052e-05,0.00051120145,0.0008057487,10616656
197293.3,12.442581,0,0.00036086366,713.1370730216248,916.4252820176424,608,183203.3,11.598779,1675.7924,0.5422148,197293.3,12.442581,0,,,,,713.1370730216248,5.419635e-05,916.4252820176424,6.747285e-05,0.0005856424,0.0005091998,10616656
197309.1,12.442099,0,0.00036164117,713.1369559755694,916.4255445746567,609,183221.12,11.599289,1676.8083,0.54216963,197309.1,12.442099,0,,,,,713.1369559755694,5.420275e-05,916.4255445746567,6.746145e-05,0.00067622744,0.0006952273,10616656
197312.53,12.433689,0,0.00036241868,713.1371801951071,916.4255898524037,610,183226.31,11.599362,1675.3497,0.54255927,197312.53,12.433689,0,,,,,713.1371801951071,5.4198765e-05,916.4255898524037,6.7461915e-05,0.00072360283,0.00063457736,10616656
197316.78,12.440337,0,0.00036319625,713.1367787645493,916.4254343342,611,183230.55,11.59944,1674.6769,0.54164505,197316.78,12.440337,0,,,,,713.1367787645493,5.4191005e-05,916.4254343342,6.7461486e-05,0.00040186508,0.0005452867,10616656
197276.34,12.423894,0,0.00036397387,713.1367669981048,916.4256852169163,612,183196.72,11.600537,1675.0972,0.5432185,197276.34,12.423894,0,,,,,713.1367669981048,5.4207878e-05,916.4256852169163,6.747067e-05,0.000500402,0.0009410252,10616656
