flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2,kepler_id
32429.78,6.982156,0,0.0013644409,962.5277008746208,559.6854807560202,1105,26293.922,4.6880455,667.17163,0.21140055,32429.78,6.982156,0,,,,,962.5277008746208,9.898352e-05,559.6854807560202,0.00010552183,0.006537431,-0.010160647,8095099
32418.395,6.9872756,0,0.0013652664,962.5277837958974,559.6857175107331,1106,26284.32,4.687469,666.81165,0.2116466,32418.395,6.9872756,0,,,,,962.5277837958974,9.900265e-05,559.6857175107331,0.000105530424,0.0065164003,-0.010136365,8095099
32400.273,6.991884,0,0.0013660919,962.52788911588,559.6854701318921,1107,26272.84,4.686729,666.66235,0.21143152,32400.273,6.991884,0,,,,,962.52788911588,9.901197e-05,559.6854701318921,0.000105548716,0.006365561,-0.010246594,8095099
32406.475,6.9897847,8192,0.0013669173,962.5280769336636,559.6851852193073,1108,26279.662,4.687414,667.5873,0.21146642,32406.475,6.9897847,8192,,,,,962.5280769336636,9.899569e-05,559.6851852193073,0.00010552974,0.006232152,-0.0102291135,8095099
32398.844,6.9853063,0,0.0013677425,962.527991156085,559.6858375205796,1109,26273.846,4.684419,666.5242,0.21147773,32398.844,6.9853063,0,,,,,962.527991156085,9.901445e-05,559.6858375205796,0.00010553091,0.0063336003,-0.0096678,8095099
32396.07,6.9860973,0,0.0013685678,962.5279819255633,559.6859858381595,1110,26272.65,4.6843004,666.2285,0.2113638,32396.07,6.9860973,0,,,,,962.5279819255633,9.902099e-05,559.6859858381595,0.00010555204,0.006381736,-0.009716059,8095099
32377.346,6.989144,0,0.001369393,962.5281547652753,559.6857228660751,1111,26262.395,4.6836853,667.1362,0.21143739,32377.346,6.989144,0,,,,,962.5281547652753,9.901664e-05,559.6857228660751,0.00010554319,0.0064119995,-0.009653262,8095099
32366.93,6.9889426,0,0.001370218,962.5281282537533,559.6859332392,1112,26254.818,4.6832075,667.3978,0.21130107,32366.93,6.9889426,0,,,,,962.5281282537533,9.904479e-05,559.6859332392,0.00010556388,0.0065613124,-0.009516994,8095099
32366.377,6.9872203,0,0.001371043,962.5278699187538,559.6857730021851,1113,26255.225,4.6831455,666.5761,0.21163706,32366.377,6.9872203,0,,,,,962.5278699187538,9.904669e-05,559.6857730021851,0.00010556614,0.0064222654,-0.009527971,8095099
32332.076,6.9868383,0,0.0013718681,962.5281410178216,559.6861443937319,1114,26232.512,4.6816864,667.0235,0.21151766,32332.076,6.9868383,0,,,,,962.5281410178216,9.90813e-05,559.6861443937319,0.0001055992,0.0065263575,-0.0092868535,8095099
32340.084,6.9806433,0,0.0013726929,962.5283563644348,559.6858966669093,1115,26239.271,4.682087,666.54254,0.2113633,32340.084,6.9806433,0,,,,,962.5283563644348,9.905862e-05,559.6858966669093,0.00010556825,0.006338924,-0.009515745,8095099
32356.146,6.98163,0,0.0013735177,962.528147048555,559.6861302919579,1116,26248.64,4.6827145,666.19366,0.2114333,32356.146,6.98163,0,,,,,962.528147048555,9.9036e-05,559.6861302919579,0.00010555446,0.006304502,-0.009501187,8095099
32344.932,6.985511,0,0.0013743425,962.5283607510664,559.6857133615374,1117,26241.984,4.6822324,666.4244,0.21144892,32344.932,6.985511,0,,,,,962.5283607510664,9.9034725e-05,559.6857133615374,0.00010554969,0.0060235118,-0.009472369,8095099
32330.076,6.984137,0,0.0013751672,962.5285821905345,559.6856574868918,1118,26234.139,4.681743,666.80896,0.21150349,32330.076,6.984137,0,,,,,962.5285821905345,9.905928e-05,559.6856574868918,0.00010558595,0.006058362,-0.009623568,8095099
32320.086,6.976072,0,0.0013759917,962.5285652045497,559.6852698185289,1119,26224.783,4.6811,667.39136,0.21156777,32320.086,6.976072,0,,,,,962.5285652045497,9.905615e-05,559.6852698185289,0.000105581275,0.0059447214,-0.009907365,8095099
32317.46,6.9826155,0,0.0013768163,962.5287176815305,559.6855749509118,1120,26223.766,4.6811132,667.20154,0.21142422,32317.46,6.9826155,0,,,,,962.5287176815305,9.907206e-05,559.6855749509118,0.00010559113,0.005836693,-0.009733796,8095099
32290.404,6.977178,0,0.0013776408,962.5287794544747,559.685667905321,1121,26207.018,4.679982,666.6606,0.21114509,32290.404,6.977178,0,,,,,962.5287794544747,9.909461e-05,559.685667905321,0.00010560018,0.005729103,-0.009310599,8095099
