koi_disposition,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_sma,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_datalink_dvr,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_kepmag,label,kepid,split,split_label
FALSE POSITIVE,0.872359598,132.0311474,2454965.031,0,0.686,3.74512,267050.0,0.0178,75.66,1063.2,1,-1.0,004/004380/004380283/dv/kplr004380283-20160209194854_dvr.pdf,6240,4.391,1.048,0.983,,14.742,0,4380283,validation,0
FALSE POSITIVE,33.65766894,178.48518,2455011.485,0,0.306,40.787,15380.0,0.1949,87.41,519.2,1,0.0,003/003955/003955867/dv/kplr003955867-20160209194854_dvr.pdf,4774,2.759,6.447,0.871,,13.547,0,3955867,validation,0
FALSE POSITIVE,1.077358008,131.600551,2454964.601,0,0.619,3.6713,311050.0,0.0208,79.79,537.4,1,-1.0,009/009540/009540450/dv/kplr009540450-20160209194854_dvr.pdf,6100,4.397,1.064,1.029,,14.146,0,9540450,validation,0
CANDIDATE,12.68173393,132.682519,2454965.683,0,0.929,1.6866,5879.1,0.0935,88.4,102.8,1,0.1814,011/011904/011904734/dv/kplr011904734-20160209194854_dvr.pdf,4976,4.577,0.701,0.677,,15.303,1,11904734,validation,1
FALSE POSITIVE,1.946198513,132.314091,2454965.314,0,0.249,4.0336,130720.0,0.0315,87.09,902.8,1,0.0134,003/003530/003530668/dv/kplr003530668-20160209194854_dvr.pdf,6224,4.165,1.433,1.094,,13.993,0,3530668,validation,0
FALSE POSITIVE,2.274628199,132.0170362,2454965.017,0,0.986,4.52648,103970.0,0.0353,77.21,2047.9,1,-1.0,011/011811/011811454/dv/kplr011811454-20160209194854_dvr.pdf,6389,3.914,1.947,1.134,,11.152,0,11811454,validation,0
FALSE POSITIVE,4.693305543,136.8627229,2454969.863,0,0.23,5.17249,14523.0,0.06,88.26,1765.2,1,0.1394,009/009071/009071386/dv/kplr009071386-20160209194854_dvr.pdf,6365,4.22,1.47,1.312,,12.291,0,9071386,validation,0
FALSE POSITIVE,623.005238,201.386299,2455034.386,0,0.895,23.5615,140330.0,1.4554,89.79,2386.6,1,0.5024,004/004586/004586482/dv/kplr004586482-20160209194854_dvr.pdf,5689,4.299,1.207,1.058,,14.023,0,4586482,validation,0
FALSE POSITIVE,21.14245855,138.3916328,2454971.392,0,0.971,5.17846,73961.0,0.1506,88.24,3830.9,1,0.1947,005/005091/005091614/dv/kplr005091614-20160209194854_dvr.pdf,6079,4.495,0.945,1.019,,14.083,0,5091614,validation,0
FALSE POSITIVE,2.249000963,132.651415,2454965.651,0,0.68,9.6022,58776.0,0.0358,70.8,1159.5,1,-1.0,009/009786/009786017/dv/kplr009786017-20160209194854_dvr.pdf,6025,3.8,2.293,1.209,,12.502,0,9786017,validation,0
CANDIDATE,33.3200908,150.0494,2454983.049,0,0.069,6.5265,6186.9,0.2241,89.91,84.5,3,0.4613,005/005629/005629353/dv/kplr005629353-20160209194854_dvr.pdf,6264,4.133,1.651,1.352,,14.624,1,5629353,validation,1
CANDIDATE,30.69395532,365.665214,2455198.665,0,0.001,2.9512,18121.0,0.1976,90.0,196.6,1,0.6857,005/005283/005283458/dv/kplr005283458-20160209194854_dvr.pdf,6137,4.46,1.018,1.086,,15.673,1,5283458,validation,1
FALSE POSITIVE,1.87887673,133.0741983,2454966.074,0,0.441,6.60887,824390.0,0.0304,84.55,3176.9,1,-1.0,004/004678/004678875/dv/kplr004678875-20160209194854_dvr.pdf,6569,4.281,1.235,1.06,,13.244,0,4678875,validation,0
FALSE POSITIVE,2.980479588,134.40206,2454967.402,0,0.479,3.72527,375340.0,0.0399,87.1,1737.7,1,-1.0,011/011228/011228612/dv/kplr011228612-20160209194854_dvr.pdf,6065,4.377,1.047,0.954,,14.647,0,11228612,validation,0
FALSE POSITIVE,2.742590902,132.6997,2454965.7,0,0.473,10.4143,680400.0,0.0432,83.19,682.9,1,-1.0,008/008561/008561192/dv/kplr008561192-20160209194854_dvr.pdf,7072,4.129,1.705,1.428,,16.267,0,8561192,validation,0
FALSE POSITIVE,13.78752053,136.762097,2454969.762,0,0.99,2.55435,12978.0,0.1211,87.86,2126.1,1,0.1391,009/009221/009221398/dv/kplr009221398-20160209194854_dvr.pdf,6399,4.312,1.289,1.246,,12.14,0,9221398,validation,0
FALSE POSITIVE,62.7356439,152.22026,2454985.22,0,0.73,10.7925,243700.0,0.3105,89.32,1115.3,1,0.0,005/005036/005036966/dv/kplr005036966-20160209194854_dvr.pdf,6211,4.127,1.44,1.013,,14.27,0,5036966,validation,0
CANDIDATE,8.20396958,169.69138,2455002.691,0,0.823,2.9667,1024.4,0.0735,86.43,54.4,2,0.5107,006/006428/006428700/dv/kplr006428700-20160209194854_dvr.pdf,5015,4.499,0.826,0.785,,15.376,1,6428700,validation,1
CANDIDATE,20.83426731,176.58569,2455009.586,0,0.256,4.0454,988.4,0.1483,89.63,45.1,1,0.8693,009/009406/009406990/dv/kplr009406990-20160209194854_dvr.pdf,5537,4.549,0.88,0.999,,15.412,1,9406990,validation,1
CANDIDATE,16.21774917,180.0425,2455013.042,0,0.336,4.9274,758.3,0.1201,89.21,80.3,1,0.9987,003/003833/003833007/dv/kplr003833007-20160209194854_dvr.pdf,5837,4.577,0.798,0.887,,14.2,1,3833007,validation,1
FALSE POSITIVE,26.7371395,146.8472356,2454979.847,0,0.734,4.68919,53516.0,0.1757,89.02,4731.1,1,0.1588,004/004840/004840327/dv/kplr004840327-20160209194854_dvr.pdf,5794,4.317,1.155,1.009,,12.688,0,4840327,validation,0
FALSE POSITIVE,1.566528935,132.537255,2454965.537,0,1.033,3.2593,92511.0,0.0253,75.71,485.0,1,0.0,011/011147/011147276/dv/kplr011147276-20160209194854_dvr.pdf,5883,4.471,0.905,0.885,,13.984,0,11147276,validation,0
CANDIDATE,5.28790754,135.36119,2454968.361,0,0.474,8.5274,343.9,0.0671,83.69,90.6,1,0.4615,011/011673/011673802/dv/kplr011673802-20160209194854_dvr.pdf,4994,3.433,3.818,1.441,,13.427,1,11673802,validation,1
FALSE POSITIVE,9.455586047,133.670388,2454966.67,0,0.791,8.42272,115170.0,0.1106,85.38,1876.9,1,0.1639,004/004737/004737302/dv/kplr004737302-20160209194854_dvr.pdf,7221,3.488,4.24,2.018,,11.554,0,4737302,validation,0
FALSE POSITIVE,40.06967462,153.018227,2454986.018,0,0.767,9.3564,41865.0,0.2376,88.56,1304.8,1,0.82,009/009963/009963009/dv/kplr009963009-20160209194854_dvr.pdf,5911,4.321,1.207,1.112,,14.458,0,9963009,validation,0
FALSE POSITIVE,2.404386969,133.2105484,2454966.211,0,0.613,7.40348,313170.0,0.0353,80.79,8577.4,1,-1.0,005/005738/005738698/dv/kplr005738698-20160209194854_dvr.pdf,6466,4.278,1.21,1.011,,11.941,0,5738698,validation,0
CANDIDATE,11.87290814,180.895933,2455013.896,0,0.904,2.5342,332.7,0.1025,86.93,84.7,1,0.825,004/004141/004141376/dv/kplr004141376-20160209194854_dvr.pdf,6147,4.412,1.04,1.014,,11.072,1,4141376,validation,1
CANDIDATE,133.460999,216.04334,2455049.043,0,0.249,11.4997,5032.9,0.5167,89.84,162.3,2,0.0001,008/008678/008678594/dv/kplr008678594-20160209194854_dvr.pdf,5588,4.047,1.593,1.031,,15.12,1,8678594,validation,1
FALSE POSITIVE,1.018861199,132.07252,2454965.073,0,0.358,6.5005,291210.0,0.0201,79.76,911.3,1,-1.0,008/008380/008380743/dv/kplr008380743-20160209194854_dvr.pdf,6225,4.009,1.672,1.041,,14.039,0,8380743,validation,0
FALSE POSITIVE,0.76647343,132.034804,2454965.035,0,0.766,2.46345,199900.0,0.0149,76.77,545.0,1,-1.0,006/006283/006283224/dv/kplr006283224-20160209194854_dvr.pdf,5297,4.594,0.722,0.746,,15.572,0,6283224,validation,0
FALSE POSITIVE,213.6103207,141.655562,2454974.656,0,0.977,10.7643,110990.0,0.6837,89.68,534.5,1,0.0831,011/011761/011761199/dv/kplr011761199-20160209194854_dvr.pdf,5931,4.554,0.845,0.933,,15.619,0,11761199,validation,0
CANDIDATE,5.334082429,131.981761,2454964.982,0,0.045,6.2226,4676.5,0.0665,89.63,653.4,1,0.3468,005/005728/005728139/dv/kplr005728139-20160209194854_dvr.pdf,6332,4.016,1.905,1.373,,14.463,1,5728139,validation,1
CANDIDATE,44.96407458,144.56002,2454977.56,0,0.11,4.981,811.6,0.2298,89.91,88.0,1,0.2391,008/008242/008242434/dv/kplr008242434-20160209194854_dvr.pdf,4827,4.615,0.729,0.817,,13.054,1,8242434,validation,1
CANDIDATE,17.83367834,181.233943,2455014.234,0,0.013,4.5112,326.9,0.1424,89.97,154.5,1,0.1735,008/008866/008866102/dv/kplr008866102-20160209194854_dvr.pdf,6407,4.268,1.337,1.208,,9.364,1,8866102,validation,1
CANDIDATE,3.04033046,169.9490106,2455002.949,0,0.736,1.8411,10859.0,0.0374,85.95,568.2,1,0.2726,005/005651/005651104/dv/kplr005651104-20160209194854_dvr.pdf,5035,4.519,0.791,0.754,,15.028,1,5651104,validation,1
FALSE POSITIVE,12.64330354,139.7603975,2454972.76,0,0.739,5.48853,236720.0,0.0883,88.26,2907.6,1,0.0024,005/005871/005871918/dv/kplr005871918-20160209194854_dvr.pdf,3977,4.697,0.562,0.572,,15.701,0,5871918,validation,0
CANDIDATE,6.238535444,171.706325,2455004.706,0,0.008,3.5255,401.6,0.0685,89.97,274.5,2,0.826,004/004349/004349452/dv/kplr004349452-20160209194854_dvr.pdf,6267,4.28,1.258,1.097,,10.734,1,4349452,validation,1
CANDIDATE,0.533059312,171.2274419,2455004.227,0,1.263,1.8621,1495.8,0.0167,29.64,179.6,1,0.6362,011/011180/011180361/dv/kplr011180361-20160209194854_dvr.pdf,8523,3.559,4.051,2.166,,7.748,1,11180361,validation,1
FALSE POSITIVE,8.487871809,134.495278,2454967.495,0,0.941,4.19829,118810.0,0.0805,87.0,483.9,1,0.2737,010/010383/010383696/dv/kplr010383696-20160209194854_dvr.pdf,5553,4.558,0.855,0.964,,16.947,0,10383696,validation,0
FALSE POSITIVE,0.541405029,131.933523,2454964.934,0,0.641,2.7481,327660.0,0.0125,75.38,541.2,1,1.0,008/008608/008608490/dv/kplr008608490-20160209194854_dvr.pdf,5096,3.889,1.782,0.898,,14.771,0,8608490,validation,0
CANDIDATE,7.24022418,355.01243,2455188.012,0,0.507,2.9153,864.9,0.0672,88.29,48.2,4,0.9175,005/005438/005438099/dv/kplr005438099-20160209194854_dvr.pdf,4955,4.61,0.721,0.774,,15.565,1,5438099,validation,1
FALSE POSITIVE,3.796448299,131.37037,2454964.37,0,0.249,11.5917,522880.0,0.0593,86.69,1487.2,2,-1.0,009/009291/009291368/dv/kplr009291368-20160209194854_dvr.pdf,8117,3.748,3.07,1.922,,14.005,0,9291368,validation,0
CANDIDATE,16.15811112,143.00233,2454976.002,0,1.8572,6.049,2319.8,0.1233,77.35,52.8,4,,010/010743/010743597/dv/kplr010743597-20141002224145_dvr.pdf,5619,4.536,0.874,0.956,,15.488,1,10743597,validation,1
CANDIDATE,6.400157105,174.02214,2455007.022,0,0.898,2.0004,743.2,0.0638,85.83,49.1,2,0.0892,010/010554/010554999/dv/kplr010554999-20160209194854_dvr.pdf,5299,4.597,0.766,0.856,,14.613,1,10554999,validation,1
CANDIDATE,3.217518511,133.6320632,2454966.632,0,0.638,2.11481,14319.0,0.041,86.57,1287.4,1,0.0118,011/011502/011502867/dv/kplr011502867-20160209194854_dvr.pdf,5720,4.473,0.903,0.882,,14.835,1,11502867,validation,1
FALSE POSITIVE,3.350209754,131.838052,2454964.838,0,9.666,4.43333,28325.0,0.0472,46.93,671.1,1,0.0,005/005263/005263802/dv/kplr005263802-20160209194854_dvr.pdf,6657,4.181,1.501,1.255,,11.494,0,5263802,validation,0
FALSE POSITIVE,22.9134463,140.6466918,2454973.647,0,0.709,4.11699,251840.0,0.1682,89.32,6512.7,2,-1.0,004/004144/004144236/dv/kplr004144236-20160209194854_dvr.pdf,6621,4.294,1.297,1.213,,11.856,0,4144236,validation,0
FALSE POSITIVE,1.012174295,131.90835,2454964.908,0,0.596,4.6617,323030.0,0.0218,77.27,596.0,1,-1.0,008/008565/008565912/dv/kplr008565912-20160209194854_dvr.pdf,6987,4.096,1.716,1.343,,14.712,0,8565912,validation,0
CANDIDATE,3.687469832,170.8803594,2455003.88,0,0.919,1.0668,5057.6,0.0397,86.57,363.9,1,0.8858,010/010395/010395543/dv/kplr010395543-20160209194854_dvr.pdf,4004,4.659,0.606,0.611,,14.418,1,10395543,validation,1
FALSE POSITIVE,24.2382418,136.6165689,2454969.617,0,0.426,4.16665,461960.0,0.1759,89.66,1126.4,1,-1.0,007/007821/007821010/dv/kplr007821010-20160209194854_dvr.pdf,6457,4.259,1.365,1.233,,10.816,0,7821010,validation,0
FALSE POSITIVE,5.017239915,134.490136,2454967.49,0,0.191,4.36126,144640.0,0.0591,89.07,970.9,1,-1.0,010/010215/010215869/dv/kplr010215869-20160209194854_dvr.pdf,6519,4.41,1.079,1.091,,14.115,0,10215869,validation,0
FALSE POSITIVE,1.26227317,132.0407385,2454965.041,0,1.247,3.30141,7342.5,0.0308,52.57,1159.9,1,0.0,008/008453/008453324/dv/kplr008453324-20160209194854_dvr.pdf,4927,2.882,9.356,2.434,,11.516,0,8453324,validation,0
CANDIDATE,141.7340306,167.345982,2455000.346,0,0.912,1.5851,7736.4,0.5185,89.88,157.4,1,0.8116,007/007813/007813039/dv/kplr007813039-20160209194854_dvr.pdf,5606,4.478,0.918,0.924,,13.891,1,7813039,validation,1
FALSE POSITIVE,3.012476415,132.2466206,2454965.247,0,0.708,3.31903,198400.0,0.0397,85.58,2060.3,1,0.9796,003/003964/003964545/dv/kplr003964545-20160209194854_dvr.pdf,6015,4.329,1.088,0.92,,14.776,0,3964545,validation,0
FALSE POSITIVE,43.26330502,150.3780757,2454983.378,0,0.555,10.0915,359090.0,0.2212,89.36,2415.6,1,-1.0,008/008378/008378922/dv/kplr008378922-20160209194854_dvr.pdf,5623,4.4,0.917,0.77,,14.977,0,8378922,validation,0
CANDIDATE,7.40611676,134.07481,2454967.075,0,0.077,2.8826,417.9,0.0675,89.78,49.6,4,0.6988,003/003239/003239945/dv/kplr003239945-20160209194854_dvr.pdf,4799,4.631,0.692,0.776,,14.023,1,3239945,validation,1
FALSE POSITIVE,37.60936976,190.724991,2455023.725,0,0.671,6.8615,27591.0,0.2115,89.03,971.1,1,0.0004,005/005003/005003117/dv/kplr005003117-20160209194854_dvr.pdf,5600,4.483,0.896,0.889,,14.026,0,5003117,validation,0
FALSE POSITIVE,9.762550001,131.671965,2454964.672,0,1.006,4.87531,41580.0,0.1041,85.63,827.0,1,0.0,011/011817/011817750/dv/kplr011817750-20160209194854_dvr.pdf,7199,4.055,1.95,1.571,,12.25,0,11817750,validation,0
CANDIDATE,3.213668926,123.611878,2454956.612,0,0.021,3.98235,727.8,0.044,89.81,346.9,1,0.1038,011/011853/011853905/dv/kplr011853905-20160209194854_dvr.pdf,5795,4.101,1.545,1.097,,12.211,1,11853905,validation,1
CANDIDATE,17.44486016,141.6802,2454974.68,0,0.871,4.445,826.9,0.1263,86.98,46.0,1,0.0379,008/008174/008174625/dv/kplr008174625-20160209194854_dvr.pdf,5568,4.413,0.966,0.882,,15.007,1,8174625,validation,1
FALSE POSITIVE,7.214721393,132.498654,2454965.499,0,0.898,2.36464,46802.0,0.06,87.58,582.0,1,0.0,012/012557/012557713/dv/kplr012557713-20160209194854_dvr.pdf,4705,4.696,0.552,0.552,,14.853,0,12557713,validation,0
FALSE POSITIVE,2.897829967,132.6047388,2454965.605,0,0.756,3.17788,163090.0,0.0396,85.06,1305.8,1,0.7724,008/008088/008088354/dv/kplr008088354-20160209194854_dvr.pdf,6318,4.366,1.077,0.98,,13.648,0,8088354,validation,0
FALSE POSITIVE,18.52782408,139.2576071,2454972.258,0,0.171,5.88678,76231.0,0.1465,89.67,5547.2,1,0.8749,006/006593/006593363/dv/kplr006593363-20160209194854_dvr.pdf,6154,3.793,2.321,1.219,,12.893,0,6593363,validation,0
FALSE POSITIVE,1.219736039,132.12417,2454965.124,0,0.229,4.89465,611520.0,0.0253,86.24,1037.2,1,-1.0,009/009205/009205993/dv/kplr009205993-20160209194854_dvr.pdf,7358,4.171,1.637,1.449,,14.871,0,9205993,validation,0
CANDIDATE,287.377314,348.83318,2455181.833,0,0.015,18.821,4376.9,0.8748,89.99,60.4,1,0.1794,004/004760/004760478/dv/kplr004760478-20160209194854_dvr.pdf,5548,3.964,1.793,1.079,,15.756,1,4760478,validation,1
FALSE POSITIVE,58.28819056,135.87642,2454968.876,0,0.499,21.6014,156160.0,0.2838,88.92,2927.4,1,0.0,010/010345/010345862/dv/kplr010345862-20160209194854_dvr.pdf,5463,4.353,1.044,0.894,,14.231,0,10345862,validation,0
CANDIDATE,8.98128472,354.83042,2455187.83,0,0.294,5.0397,4924.0,0.0882,88.79,76.6,1,0.5444,012/012120/012120943/dv/kplr012120943-20160209194854_dvr.pdf,5977,4.473,1.022,1.133,,15.703,1,12120943,validation,1
FALSE POSITIVE,20.72606991,143.201391,2454976.201,0,0.989,6.47393,118860.0,0.1471,88.01,1216.8,1,0.0202,007/007105/007105574/dv/kplr007105574-20160209194854_dvr.pdf,6011,4.522,0.902,0.988,,14.069,0,7105574,validation,0
CANDIDATE,22.79020351,138.68515,2454971.685,0,0.036,5.0394,617.9,0.1528,89.94,47.7,2,0.1098,008/008804/008804283/dv/kplr008804283-20160209194854_dvr.pdf,5478,4.354,1.053,0.914,,14.766,1,8804283,validation,1
FALSE POSITIVE,6.62761199,132.5466377,2454965.547,0,0.753,6.15281,227140.0,0.0714,86.19,4355.5,1,-1.0,002/002973/002973509/dv/kplr002973509-20160209194854_dvr.pdf,6316,4.231,1.333,1.102,,13.558,0,2973509,validation,0
FALSE POSITIVE,25.32169873,139.687525,2454972.688,0,0.954,4.45367,119590.0,0.1744,88.92,673.3,1,0.0,012/012302/012302391/dv/kplr012302391-20160209194854_dvr.pdf,6109,4.455,1.029,1.099,,15.128,0,12302391,validation,0
CANDIDATE,10.3392408,170.38549,2455003.385,0,0.15,3.075,1184.6,0.0919,89.67,51.4,2,0.9042,010/010358/010358759/dv/kplr010358759-20160209194854_dvr.pdf,5730,4.545,0.87,0.968,,15.282,1,10358759,validation,1
FALSE POSITIVE,33.69320154,158.866724,2454991.867,0,0.379,7.44219,508770.0,0.1917,89.62,1618.4,1,-1.0,003/003323/003323289/dv/kplr003323289-20160209194854_dvr.pdf,5427,4.448,0.899,0.826,,14.898,0,3323289,validation,0
FALSE POSITIVE,1.142946648,131.9010021,2454964.901,0,0.479,3.40234,412550.0,0.0181,83.45,1054.4,1,0.0,006/006466/006466939/dv/kplr006466939-20160209194854_dvr.pdf,5058,4.651,0.608,0.603,,14.454,0,6466939,validation,0
CANDIDATE,43.0343364,137.69007,2454970.69,0,0.882,6.571,541.6,0.2327,88.07,50.0,1,0.9436,009/009662/009662811/dv/kplr009662811-20160209194854_dvr.pdf,5550,4.476,0.911,0.906,,13.534,1,9662811,validation,1
CANDIDATE,5.714817603,355.00831,2455188.008,0,0.096,3.14126,12295.0,0.0597,89.64,537.7,1,0.5628,008/008260/008260218/dv/kplr008260218-20160209194854_dvr.pdf,5695,4.526,0.842,0.869,,15.623,1,8260218,validation,1
FALSE POSITIVE,1.559090282,131.7719964,2454964.772,0,0.375,4.95211,226980.0,0.032,83.84,1315.5,1,-1.0,011/011724/011724091/dv/kplr011724091-20160209194854_dvr.pdf,7279,3.856,2.624,1.8,,13.575,0,11724091,test,0
FALSE POSITIVE,55.24900733,164.9788729,2454997.979,0,0.785,5.15147,205670.0,0.2948,89.59,3452.5,1,0.5177,007/007743/007743464/dv/kplr007743464-20160209194854_dvr.pdf,6063,4.476,1.012,1.117,,14.925,0,7743464,test,0
FALSE POSITIVE,1.387206724,132.8469146,2454965.847,0,0.856,3.82527,151430.0,0.0279,76.2,1752.6,1,-1.0,009/009007/009007918/dv/kplr009007918-20160209194854_dvr.pdf,7207,4.06,1.894,1.499,,11.658,0,9007918,test,0
FALSE POSITIVE,119.6798032,176.106325,2455009.106,0,0.527,32.1928,299050.0,0.6043,89.27,5357.7,1,0.6265,003/003644/003644542/dv/kplr003644542-20160209194854_dvr.pdf,8275,3.726,3.251,2.053,,8.351,0,3644542,test,0
CANDIDATE,5.424749327,133.728952,2454966.729,0,0.016,1.139,7680.0,0.0504,89.98,78.0,1,0.0366,008/008892/008892303/dv/kplr008892303-20160209194854_dvr.pdf,4137,4.658,0.591,0.58,,16.406,1,8892303,test,1
CANDIDATE,4.220965778,170.622433,2455003.622,0,0.705,3.0854,2260.0,0.0418,85.03,157.8,1,0.6606,007/007135/007135852/dv/kplr007135852-20160209194854_dvr.pdf,3837,4.747,0.517,0.544,,15.692,1,7135852,test,1
FALSE POSITIVE,5.06318803,133.707285,2454966.707,0,3.4,13.8913,662680.0,0.0513,69.62,1602.7,1,-1.0,006/006044/006044064/dv/kplr006044064-20160209194854_dvr.pdf,5375,4.531,0.752,0.7,,15.001,0,6044064,test,0
FALSE POSITIVE,2.845746618,134.276987,2454967.277,0,0.126,13.0719,557740.0,0.0396,87.6,829.1,1,-1.0,005/005467/005467113/dv/kplr005467113-20160209194854_dvr.pdf,5641,3.948,1.776,1.021,,15.833,0,5467113,test,0
FALSE POSITIVE,161.7883271,214.039,2455047.039,0,0.267,5.31,87750.0,0.607,89.95,704.5,1,0.0,001/001432/001432214/dv/kplr001432214-20160209194854_dvr.pdf,6018,4.327,1.212,1.142,,15.661,0,1432214,test,0
FALSE POSITIVE,4.553370029,135.433898,2454968.434,0,0.951,3.2209,23692.0,0.0537,83.34,570.6,1,0.4594,005/005795/005795648/dv/kplr005795648-20160209194854_dvr.pdf,6306,4.346,1.109,0.991,,11.471,0,5795648,test,0
CANDIDATE,34.18884323,193.38946,2455026.389,0,0.065,5.3278,1063.2,0.1981,89.93,83.9,1,0.5567,011/011015/011015323/dv/kplr011015323-20160209194854_dvr.pdf,5515,4.453,0.925,0.888,,14.106,1,11015323,test,1
FALSE POSITIVE,210.3064436,285.127394,2455118.127,0,1.155,6.68665,46455.0,0.8208,89.69,1081.7,1,0.0179,005/005130/005130740/dv/kplr005130740-20160209194854_dvr.pdf,7591,4.05,2.017,1.665,,12.504,0,5130740,test,0
CANDIDATE,4.194496867,134.13511,2454967.135,0,0.863,1.7807,660.7,0.0419,85.09,45.0,2,0.8941,005/005080/005080636/dv/kplr005080636-20160209194854_dvr.pdf,3706,4.747,0.522,0.555,,14.404,1,5080636,test,1
CANDIDATE,6.02930329,171.602959,2455004.603,0,0.258,1.5821,1912.7,0.0585,89.5,65.4,1,1.0,010/010583/010583066/dv/kplr010583066-20160209194854_dvr.pdf,4537,4.648,0.672,0.761,,15.784,1,10583066,test,1
CANDIDATE,21.02250608,207.67593,2455040.676,0,0.036,4.1072,1772.5,0.1378,89.95,62.4,2,0.1875,007/007373/007373451/dv/kplr007373451-20160209194854_dvr.pdf,5067,4.585,0.75,0.789,,15.859,1,7373451,test,1
FALSE POSITIVE,9.524076544,134.803805,2454967.804,0,0.313,10.4891,198400.0,0.0911,88.13,1942.5,1,-1.0,004/004737/004737267/dv/kplr004737267-20160209194854_dvr.pdf,5180,3.428,3.371,1.112,,15.145,0,4737267,test,0
CANDIDATE,235.9986399,208.399822,2455041.4,0,0.778,8.2284,20715.0,0.6534,89.76,271.8,1,0.637,006/006867/006867155/dv/kplr006867155-20160209194854_dvr.pdf,4245,4.627,0.657,0.666,,15.172,1,6867155,test,1
CANDIDATE,10.1171684,137.44489,2454970.445,0,0.296,4.6677,288.7,0.1024,88.95,50.6,1,0.1888,010/010854/010854768/dv/kplr010854768-20160209194854_dvr.pdf,6306,4.077,1.792,1.399,,13.832,1,10854768,test,1
FALSE POSITIVE,0.895276162,131.6225645,2454964.623,0,0.618,3.0518,319080.0,0.0183,79.89,932.1,1,-1.0,009/009110/009110346/dv/kplr009110346-20160209194854_dvr.pdf,5242,3.631,2.55,1.015,,16.397,0,9110346,test,0
FALSE POSITIVE,10.5815819,183.008458,2455016.008,0,0.202,6.66929,112640.0,0.0963,89.26,1241.4,1,0.0002,009/009963/009963461/dv/kplr009963461-20160209194854_dvr.pdf,6168,4.074,1.567,1.061,,13.936,0,9963461,test,0
CANDIDATE,0.929906166,132.25126,2454965.251,0,0.102,1.743,108.7,0.0191,88.59,79.7,1,0.8991,009/009467/009467404/dv/kplr009467404-20160209194854_dvr.pdf,6039,4.169,1.413,1.075,,12.41,1,9467404,test,1
FALSE POSITIVE,18.0600782,138.611105,2454971.611,0,0.328,11.5759,58975.0,0.1239,88.66,1797.6,1,0.0,010/010330/010330495/dv/kplr010330495-20160209194854_dvr.pdf,5330,4.464,0.855,0.776,,14.724,0,10330495,test,0
CANDIDATE,0.783276173,355.94865,2455188.949,0,0.041,1.6735,264.7,0.0165,89.37,46.9,2,1.0,006/006607/006607286/dv/kplr006607286-20160209194854_dvr.pdf,5640,4.247,1.233,0.979,,15.005,1,6607286,test,1
FALSE POSITIVE,61.25964956,140.698649,2454973.699,0,0.741,12.1777,233260.0,0.3024,89.2,880.3,1,0.0,004/004375/004375101/dv/kplr004375101-20160209194854_dvr.pdf,5912,4.532,0.889,0.98,,15.518,0,4375101,test,0
FALSE POSITIVE,131.7363049,194.5833896,2455027.583,0,0.871,5.28476,58381.0,0.495,89.73,1241.0,1,0.0126,010/010464/010464666/dv/kplr010464666-20160209194854_dvr.pdf,5102,3.962,1.669,0.932,,13.395,0,10464666,test,0
FALSE POSITIVE,15.71378722,132.0981464,2454965.098,0,0.762,11.3122,60384.0,0.1197,85.87,3602.0,1,0.3458,009/009549/009549472/dv/kplr009549472-20160209194854_dvr.pdf,5843,4.399,1.006,0.924,,14.049,0,9549472,test,0
FALSE POSITIVE,5.877122485,136.42083,2454969.421,0,0.547,4.71655,362900.0,0.0586,87.86,1210.8,1,-1.0,007/007376/007376500/dv/kplr007376500-20160209194854_dvr.pdf,5702,3.807,1.821,0.774,,15.177,0,7376500,test,0
CANDIDATE,15.59466045,137.5636,2454970.564,0,0.266,5.0478,867.7,0.122,89.35,49.2,1,0.0316,007/007629/007629518/dv/kplr007629518-20160209194854_dvr.pdf,5900,4.5,0.929,0.995,,15.43,1,7629518,test,1
CANDIDATE,13.61014819,173.987319,2455006.987,0,1.081,2.594,5732.9,0.1061,86.94,184.1,1,0.9953,006/006599/006599919/dv/kplr006599919-20160209194854_dvr.pdf,5697,4.46,0.903,0.857,,15.06,1,6599919,test,1
FALSE POSITIVE,40.87784199,158.3207395,2454991.321,0,0.71,9.88456,256090.0,0.2786,89.09,5260.3,1,-1.0,006/006864/006864859/dv/kplr006864859-20160209194854_dvr.pdf,6807,3.848,2.59,1.723,,11.663,0,6864859,test,0
FALSE POSITIVE,4.800232532,135.7829072,2454968.783,0,0.669,3.57105,277000.0,0.052,87.41,893.6,1,-1.0,007/007691/007691527/dv/kplr007691527-20160209194854_dvr.pdf,5591,4.59,0.756,0.812,,15.431,0,7691527,test,0
FALSE POSITIVE,5.262652179,135.6269856,2454968.627,0,0.96,2.85554,22651.0,0.0667,84.74,2246.9,1,0.0317,005/005961/005961350/dv/kplr005961350-20160209194854_dvr.pdf,7049,4.212,1.549,1.432,,13.537,0,5961350,test,0
FALSE POSITIVE,9.58405667,138.8710106,2454971.871,0,0.798,6.82752,119630.0,0.0946,86.31,2595.9,1,0.0,005/005347/005347784/dv/kplr005347784-20160209194854_dvr.pdf,5605,3.813,2.275,1.226,,13.094,0,5347784,test,0
