koi_disposition,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_sma,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_datalink_dvr,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_kepmag,label,kepid,split,split_label
CANDIDATE,4.286866229,138.614882,2454971.615,0,0.757,4.4726,1321.9,0.0535,81.72,167.3,1,0.7105,008/008026/008026752/dv/kplr008026752-20160209194854_dvr.pdf,6228,4.441,1.049,1.107,,14.982,1,8026752,train,1
CANDIDATE,99.6442783,283.236289,2455116.236,0,0.966,5.1772,3215.6,0.4283,89.21,163.2,1,0.375,006/006607/006607447/dv/kplr006607447-20160209194854_dvr.pdf,6102,4.447,1.016,1.049,,13.75,1,6607447,train,1
CANDIDATE,5.007414194,135.024066,2454968.024,0,0.926,1.3584,4413.9,0.058,86.58,196.6,1,0.4121,010/010158/010158418/dv/kplr010158418-20160209194854_dvr.pdf,5957,4.417,1.042,1.034,,13.592,1,10158418,train,1
FALSE POSITIVE,19.35954117,134.25201,2454967.252,0,0.328,12.8464,386980.0,0.132,88.95,3590.2,1,-1.0,008/008690/008690001/dv/kplr008690001-20160209194854_dvr.pdf,6198,3.96,1.567,0.817,,14.257,0,8690001,train,0
FALSE POSITIVE,4.100870416,168.1460533,2455001.146,0,0.938,8.15361,123520.0,0.0517,78.35,2619.2,1,-1.0,004/004247/004247791/dv/kplr004247791-20160209194854_dvr.pdf,5923,4.118,1.51,1.09,,11.26,0,4247791,train,0
CANDIDATE,36.33750453,160.39806,2454993.398,0,0.825,7.06,2828.4,0.2137,88.17,96.8,3,0.6455,008/008630/008630788/dv/kplr008630788-20160209194854_dvr.pdf,5717,4.538,0.884,0.984,,15.773,1,8630788,train,1
FALSE POSITIVE,2.638432816,133.003946,2454966.004,0,0.863,2.42989,48488.0,0.0386,83.55,529.4,1,0.2339,006/006268/006268722/dv/kplr006268722-20160209194854_dvr.pdf,6502,3.991,1.753,1.098,,12.601,0,6268722,train,0
CANDIDATE,202.1168173,292.05064,2455125.051,0,0.906,4.683,2701.2,0.6666,89.71,56.3,1,0.8119,004/004820/004820550/dv/kplr004820550-20160209194854_dvr.pdf,5536,4.498,0.917,0.964,,13.922,1,4820550,train,1
FALSE POSITIVE,3.693702974,135.194906,2454968.195,0,1.19,3.37146,25208.0,0.0512,79.39,568.7,1,0.0,003/003115/003115480/dv/kplr003115480-20160209194854_dvr.pdf,6309,4.265,1.396,1.306,,14.469,0,3115480,train,0
FALSE POSITIVE,1.882438182,132.7396834,2454965.74,0,0.395,3.50695,344200.0,0.0285,86.4,2051.3,1,-1.0,009/009637/009637299/dv/kplr009637299-20160209194854_dvr.pdf,6322,4.211,1.213,0.872,,13.68,0,9637299,train,0
FALSE POSITIVE,8.939461148,133.013944,2454966.014,0,0.558,6.19136,357830.0,0.0913,88.11,2427.5,1,0.0,008/008589/008589754/dv/kplr008589754-20160209194854_dvr.pdf,6461,3.846,2.225,1.266,,14.002,0,8589754,train,0
FALSE POSITIVE,10.06468789,135.251088,2454968.251,0,1.261,3.59854,10088.0,0.0801,84.27,585.4,1,0.8879,008/008358/008358008/dv/kplr008358008-20160209194854_dvr.pdf,5185,4.571,0.705,0.673,,14.674,0,8358008,train,0
CANDIDATE,150.2412582,138.29013,2454971.29,0,0.345,10.849,2378.5,0.5375,89.81,72.3,1,0.149,012/012400/012400538/dv/kplr012400538-20160209194854_dvr.pdf,5604,4.451,0.943,0.916,,14.827,1,12400538,train,1
CANDIDATE,151.8851881,176.41272,2455009.413,0,0.788,12.091,360.6,0.5855,89.27,46.3,2,0.188,005/005966/005966154/dv/kplr005966154-20160209194854_dvr.pdf,6034,4.359,1.179,1.164,,13.004,1,5966154,train,1
CANDIDATE,7.65880048,173.03964,2455006.04,0,0.017,3.0427,668.2,0.0723,89.95,57.6,1,0.2108,012/012834/012834874/dv/kplr012834874-20160209194854_dvr.pdf,5657,4.508,0.855,0.858,,14.528,1,12834874,train,1
FALSE POSITIVE,39.20680865,142.4611109,2454975.461,0,0.81,6.24701,186980.0,0.222,89.26,1274.3,1,0.0498,009/009907/009907505/dv/kplr009907505-20160209194854_dvr.pdf,5945,4.545,0.861,0.95,,15.545,0,9907505,train,0
FALSE POSITIVE,10.303356,137.1682892,2454970.168,0,0.364,5.98633,520070.0,0.0854,89.05,2039.1,1,-1.0,008/008296/008296467/dv/kplr008296467-20160209194854_dvr.pdf,5497,4.423,0.9,0.782,,15.177,0,8296467,train,0
CANDIDATE,11.76307164,180.93613,2455013.936,0,0.048,2.9076,1037.3,0.0954,89.91,48.9,2,0.9555,005/005456/005456651/dv/kplr005456651-20160209194854_dvr.pdf,4959,4.603,0.756,0.849,,15.208,1,5456651,train,1
FALSE POSITIVE,243.8212213,159.4958018,2454992.496,0,1.029,10.9312,56799.0,0.7812,89.63,2804.3,1,0.3365,005/005534/005534965/dv/kplr005534965-20160209194854_dvr.pdf,6370,4.228,1.316,1.064,,13.297,0,5534965,train,0
CANDIDATE,19.19310355,176.966757,2455009.967,0,0.98,2.5425,6807.3,0.1396,88.24,258.5,1,0.9418,006/006879/006879865/dv/kplr006879865-20160209194854_dvr.pdf,5883,4.53,0.892,0.985,,14.847,1,6879865,train,1
FALSE POSITIVE,0.699985822,131.840533,2454964.841,0,0.28,3.02633,389430.0,0.0143,84.51,626.9,1,-1.0,011/011076/011076176/dv/kplr011076176-20160209194854_dvr.pdf,5264,4.617,0.724,0.807,,15.667,0,11076176,train,0
CANDIDATE,17.30795548,176.94326,2455009.943,0,0.0,5.1126,633.0,0.1305,90.0,46.4,3,0.5482,010/010600/010600261/dv/kplr010600261-20160209194854_dvr.pdf,5565,4.117,1.439,0.989,,14.915,1,10600261,train,1
CANDIDATE,3.705991661,169.94286,2455002.943,0,0.623,5.1658,501.4,0.0469,82.05,100.3,1,0.9938,006/006291/006291033/dv/kplr006291033-20160209194854_dvr.pdf,6187,4.409,1.034,0.997,,14.641,1,6291033,train,1
FALSE POSITIVE,204.7410476,202.871314,2455035.871,0,0.596,20.5357,333800.0,0.7287,89.7,2000.2,1,-1.0,009/009656/009656397/dv/kplr009656397-20160209194854_dvr.pdf,6517,4.211,1.44,1.234,,13.841,0,9656397,train,0
FALSE POSITIVE,27.32204488,159.7472774,2454992.747,0,0.257,5.6716,77474.0,0.1682,89.67,3622.7,1,0.9306,009/009632/009632895/dv/kplr009632895-20160209194854_dvr.pdf,5620,4.592,0.772,0.863,,13.552,0,9632895,train,0
CANDIDATE,2.508057497,135.000657,2454968.001,0,0.742,1.1134,1507.6,0.034,86.61,312.7,1,0.8125,010/010318/010318874/dv/kplr010318874-20160209194854_dvr.pdf,4780,4.597,0.761,0.835,,12.895,1,10318874,train,1
FALSE POSITIVE,2.113197701,132.3310213,2454965.331,0,0.909,3.46341,57316.0,0.033,78.46,1048.1,1,-1.0,007/007838/007838639/dv/kplr007838639-20160209194854_dvr.pdf,6215,4.138,1.463,1.073,,13.774,0,7838639,train,0
CANDIDATE,31.57865122,177.206237,2455010.206,0,0.04,2.12791,2125.4,0.1949,89.98,324.3,1,0.7309,004/004815/004815520/dv/kplr004815520-20160209194854_dvr.pdf,5733,4.442,0.99,0.987,,11.105,1,4815520,train,1
CANDIDATE,81.1701587,178.58702,2455011.587,0,0.875,8.358,1183.2,0.3554,88.79,51.0,1,0.2287,010/010965/010965008/dv/kplr010965008-20160209194854_dvr.pdf,5460,4.263,1.165,0.907,,14.499,1,10965008,train,1
FALSE POSITIVE,7.436016459,136.518226,2454969.518,0,0.433,4.16284,106530.0,0.0748,88.53,742.1,1,0.8839,010/010923/010923260/dv/kplr010923260-20160209194854_dvr.pdf,6214,4.501,0.933,1.005,,14.546,0,10923260,train,0
FALSE POSITIVE,34.52599018,150.102207,2454983.102,0,1.087,4.47294,67161.0,0.2076,88.94,1008.1,1,0.0955,006/006960/006960487/dv/kplr006960487-20160209194854_dvr.pdf,6123,4.396,1.049,0.999,,15.142,0,6960487,train,0
FALSE POSITIVE,1.83592242,132.077813,2454965.078,0,1.189,5.9942,30746.0,0.0297,58.43,1378.9,1,0.9777,004/004681/004681152/dv/kplr004681152-20160209194854_dvr.pdf,5930,4.472,0.976,1.029,,13.134,0,4681152,train,0
CANDIDATE,10.29099413,137.0220594,2454970.022,0,0.049,4.28889,9655.7,0.0906,89.86,1245.7,1,0.0989,007/007950/007950644/dv/kplr007950644-20160209194854_dvr.pdf,5803,4.134,1.373,0.937,,14.221,1,7950644,train,1
FALSE POSITIVE,25.4318614,135.619194,2454968.619,0,1.126,5.23771,46565.0,0.1603,88.07,785.0,1,0.1524,011/011502/011502172/dv/kplr011502172-20160209194854_dvr.pdf,5754,4.458,0.9,0.847,,14.164,0,11502172,train,0
CANDIDATE,105.8817667,156.97935,2454989.979,0,0.539,18.044,1556.3,0.4785,89.22,301.8,1,0.0128,007/007199/007199397/dv/kplr007199397-20160209194854_dvr.pdf,5903,3.757,2.499,1.301,,10.775,1,7199397,train,1
FALSE POSITIVE,1.109841858,132.1655985,2454965.166,0,0.12,8.11952,300710.0,0.0241,86.26,2082.6,1,-1.0,002/002308/002308957/dv/kplr002308957-20160209194854_dvr.pdf,5788,3.607,3.211,1.52,,14.52,0,2308957,train,0
FALSE POSITIVE,15.92663277,145.5519669,2454978.552,0,0.672,7.42888,271860.0,0.12,88.36,2278.9,1,-1.0,002/002580/002580872/dv/kplr002580872-20160209194854_dvr.pdf,5496,4.471,0.917,0.907,,14.88,0,2580872,train,0
FALSE POSITIVE,46.14869106,173.238091,2455006.238,0,0.002,19.092,349630.0,0.2605,90.0,1021.3,1,-1.0,011/011959/011959569/dv/kplr011959569-20160209194854_dvr.pdf,5383,3.908,1.935,1.105,,12.387,0,11959569,train,0
FALSE POSITIVE,67.69213907,138.534171,2454971.534,0,0.5581,51.349,25457.0,0.4337,87.09,1328.2,1,,,5355,2.754,10.703,2.372,,10.7,0,10015516,train,0
CANDIDATE,24.61480613,191.741225,2455024.741,0,0.435,2.6602,1798.0,0.1575,89.63,68.4,3,0.1465,010/010189/010189546/dv/kplr010189546-20160209194854_dvr.pdf,5312,4.384,0.986,0.859,,14.621,1,10189546,train,1
CANDIDATE,16.3297527,177.29506,2455010.295,0,0.791,6.271,1187.5,0.1255,86.59,74.6,1,0.4521,006/006032/006032497/dv/kplr006032497-20160209194854_dvr.pdf,5878,4.444,0.987,0.989,,15.447,1,6032497,train,1
CANDIDATE,6.010383339,174.084883,2455007.085,0,0.436,2.1939,2652.1,0.058,88.75,276.1,1,0.4745,008/008352/008352537/dv/kplr008352537-20160209194854_dvr.pdf,4882,4.558,0.738,0.718,,14.247,1,8352537,train,1
FALSE POSITIVE,34.19360031,155.2966351,2454988.297,0,0.625,5.41382,13715.0,0.2155,89.19,1405.6,1,0.0528,005/005297/005297298/dv/kplr005297298-20160209194854_dvr.pdf,6129,3.991,1.786,1.14,,13.325,0,5297298,train,0
FALSE POSITIVE,7.09520543,135.3715105,2454968.372,0,0.778,3.69044,232680.0,0.0688,87.82,1959.2,1,0.038,009/009944/009944421/dv/kplr009944421-20160209194854_dvr.pdf,5481,4.592,0.778,0.871,,15.137,0,9944421,train,0
FALSE POSITIVE,85.34092607,386.211642,2455219.212,0,12.773,10.6141,51746.0,0.3768,85.18,898.4,1,0.0,008/008560/008560285/dv/kplr008560285-20160209194854_dvr.pdf,6004,4.522,0.898,0.978,,15.252,0,8560285,train,0
CANDIDATE,9.07098164,178.3435,2455011.343,0,0.013,2.6903,1026.2,0.0854,89.97,59.1,1,0.2049,010/010353/010353968/dv/kplr010353968-20160209194854_dvr.pdf,5672,4.506,0.929,1.008,,14.959,1,10353968,train,1
CANDIDATE,4.915385452,132.69448,2454965.694,0,0.484,2.7757,225.5,0.057,87.7,65.6,2,0.1952,008/008240/008240797/dv/kplr008240797-20160209194854_dvr.pdf,5772,4.487,0.956,1.022,,12.706,1,8240797,train,1
CANDIDATE,5.756245244,133.903421,2454966.903,0,0.888,1.071,623.6,0.0582,87.61,45.5,1,0.5736,008/008142/008142942/dv/kplr008142942-20160209194854_dvr.pdf,4931,4.605,0.734,0.794,,13.708,1,8142942,train,1
FALSE POSITIVE,3.008602107,132.923023,2454965.923,0,0.948,4.34296,120270.0,0.0403,81.3,502.0,1,-1.0,010/010095/010095512/dv/kplr010095512-20160209194854_dvr.pdf,6033,4.398,1.026,0.961,,13.053,0,10095512,train,0
FALSE POSITIVE,1.481655821,132.699429,2454965.699,0,1.103,3.4913,59134.0,0.0256,70.76,554.4,1,-1.0,010/010535/010535807/dv/kplr010535807-20160209194854_dvr.pdf,6478,4.307,1.174,1.018,,13.873,0,10535807,train,0
FALSE POSITIVE,0.835315046,131.9570817,2454964.957,0,1.224,2.45449,16876.0,0.0152,56.33,939.5,1,0.0,008/008145/008145789/dv/kplr008145789-20160209194854_dvr.pdf,5009,4.584,0.69,0.666,,15.314,0,8145789,train,0
FALSE POSITIVE,313.0927507,424.715381,2455257.715,0,0.395,14.3447,445610.0,0.7828,89.92,1952.3,1,-1.0,008/008668/008668810/dv/kplr008668810-20160209194854_dvr.pdf,5067,4.596,0.673,0.651,,15.638,0,8668810,train,0
CANDIDATE,6.150251376,134.4228253,2454967.423,0,1.27,1.68923,2128.7,0.0875,82.71,471.0,1,0.3751,009/009418/009418619/dv/kplr009418619-20160209194854_dvr.pdf,8914,3.896,2.867,2.357,,10.622,1,9418619,train,1
FALSE POSITIVE,1.941635737,133.1097354,2454966.11,0,1.071,2.46683,69814.0,0.0322,80.02,1243.7,1,0.0,011/011967/011967004/dv/kplr011967004-20160209194854_dvr.pdf,6525,4.381,1.161,1.183,,13.898,0,11967004,train,0
CANDIDATE,7.275040844,169.994217,2455002.994,0,0.547,7.5377,3001.0,0.0732,85.29,312.1,1,0.1322,012/012020/012020329/dv/kplr012020329-20160209194854_dvr.pdf,5485,4.556,0.867,0.986,,15.08,1,12020329,train,1
FALSE POSITIVE,1.072934147,132.293066,2454965.293,0,1.009,4.50475,96883.0,0.023,64.32,949.0,1,0.0385,010/010616/010616829/dv/kplr010616829-20160209194854_dvr.pdf,7031,4.222,1.523,1.415,,13.96,0,10616829,train,0
CANDIDATE,5.288547653,135.807213,2454968.807,0,0.93,3.2646,2185.3,0.0793,81.45,218.9,1,0.9313,003/003532/003532985/dv/kplr003532985-20160209194854_dvr.pdf,4918,2.889,9.169,2.376,,11.317,1,3532985,train,1
CANDIDATE,210.6013843,147.056867,2454980.057,0,0.002,11.9922,4159.3,0.7133,90.0,232.4,7,0.254,011/011442/011442793/dv/kplr011442793-20160209194854_dvr.pdf,5970,4.317,1.2,1.089,,13.804,1,11442793,train,1
FALSE POSITIVE,0.623393802,131.599128,2454964.599,0,1.137,1.40392,30192.0,0.0123,68.18,867.8,1,0.8952,009/009837/009837083/dv/kplr009837083-20160209194854_dvr.pdf,4330,4.628,0.639,0.632,,16.18,0,9837083,train,0
CANDIDATE,18.11993039,182.61535,2455015.615,0,0.206,4.2309,1506.9,0.1284,89.64,60.7,3,0.6188,008/008689/008689373/dv/kplr008689373-20160209194854_dvr.pdf,5196,4.593,0.775,0.869,,15.532,1,8689373,train,1
CANDIDATE,56.3587987,222.31819,2455055.318,0,0.906,6.927,2559.6,0.2698,88.46,44.4,1,0.331,012/012406/012406749/dv/kplr012406749-20160209194854_dvr.pdf,5446,4.525,0.821,0.824,,15.792,1,12406749,train,1
FALSE POSITIVE,3.613757526,171.422542,2455004.423,0,0.812,5.9128,4872.2,0.0452,76.14,591.2,1,0.0131,005/005218/005218441/dv/kplr005218441-20160209194854_dvr.pdf,5986,4.498,0.906,0.942,,14.915,0,5218441,train,0
CANDIDATE,41.74598855,210.399151,2455043.399,0,0.049,4.6125,421.8,0.2384,89.96,110.5,1,0.6805,011/011133/011133306/dv/kplr011133306-20160209194854_dvr.pdf,5978,4.316,1.171,1.034,,11.854,1,11133306,train,1
CANDIDATE,7.340714946,134.3457036,2454967.346,0,0.568,2.9987,8510.5,0.0801,88.13,856.3,1,0.6798,006/006046/006046540/dv/kplr006046540-20160209194854_dvr.pdf,6056,4.191,1.498,1.268,,14.412,1,6046540,train,1
FALSE POSITIVE,3.117087797,134.684738,2454967.685,0,1.255,3.06941,12152.0,0.0471,75.25,441.7,1,0.0,010/010960/010960993/dv/kplr010960993-20160209194854_dvr.pdf,6338,3.973,2.046,1.434,,11.397,0,10960993,train,0
CANDIDATE,51.92920654,151.93321,2454984.933,0,0.398,5.2637,3425.8,0.2742,89.69,81.8,1,0.0427,007/007211/007211141/dv/kplr007211141-20160209194854_dvr.pdf,5671,4.128,1.442,1.017,,15.897,1,7211141,train,1
FALSE POSITIVE,5.554227226,135.16203,2454968.162,0,0.174,4.77434,142310.0,0.056,89.16,1517.7,1,-1.0,006/006694/006694186/dv/kplr006694186-20160209194854_dvr.pdf,5433,4.465,0.843,0.756,,12.376,0,6694186,train,0
FALSE POSITIVE,1.680425996,132.33173,2454965.332,0,0.646,5.4548,277250.0,0.0306,79.5,440.1,1,-1.0,009/009282/009282687/dv/kplr009282687-20160209194854_dvr.pdf,6844,4.145,1.629,1.358,,14.11,0,9282687,train,0
CANDIDATE,24.99324319,138.68167,2454971.682,0,0.686,5.9409,269.6,0.1651,88.37,62.0,1,0.2311,003/003531/003531558/dv/kplr003531558-20160209194854_dvr.pdf,5718,4.181,1.317,0.961,,12.377,1,3531558,train,1
FALSE POSITIVE,1.606003121,132.4945147,2454965.495,0,0.496,4.88602,402550.0,0.0245,83.03,4679.3,1,-1.0,003/003449/003449540/dv/kplr003449540-20160209194854_dvr.pdf,5297,2.909,5.059,0.757,,14.194,0,3449540,train,0
CANDIDATE,23.11707222,149.56221,2454982.562,0,0.807,3.9948,2407.5,0.1437,88.45,61.2,2,0.0009,004/004851/004851530/dv/kplr004851530-20160209194854_dvr.pdf,5275,4.505,0.796,0.739,,15.462,1,4851530,train,1
CANDIDATE,7.305706326,131.77905,2454964.779,0,0.826,1.4228,264.9,0.0744,87.97,43.6,3,0.9178,008/008008/008008067/dv/kplr008008067-20160209194854_dvr.pdf,5620,4.333,1.143,1.025,,12.701,1,8008067,train,1
FALSE POSITIVE,7.448375935,137.694513,2454970.695,0,0.35,4.23892,152670.0,0.0706,88.87,1837.9,1,0.0002,010/010020/010020423/dv/kplr010020423-20160209194854_dvr.pdf,5636,4.489,0.867,0.846,,15.178,0,10020423,train,0
CANDIDATE,3.895936525,170.527552,2455003.528,0,0.524,2.3111,8544.8,0.046,87.56,370.8,1,0.1164,004/004275/004275191/dv/kplr004275191-20160209194854_dvr.pdf,5557,4.592,0.774,0.866,,15.725,1,4275191,train,1
FALSE POSITIVE,1.40469182,131.552084,2454964.552,0,0.597,6.26327,702440.0,0.0275,80.56,2651.1,1,-1.0,002/002305/002305372/dv/kplr002305372-20160209194854_dvr.pdf,6230,4.043,1.863,1.396,,13.821,0,2305372,train,0
CANDIDATE,10.68758211,169.93115,2455002.931,0,0.818,3.3812,777.7,0.0909,86.89,78.9,3,0.201,007/007445/007445445/dv/kplr007445445-20160209194854_dvr.pdf,5788,4.524,0.848,0.877,,14.338,1,7445445,train,1
FALSE POSITIVE,16.37188364,140.020073,2454973.02,0,1.066,3.44467,65927.0,0.1241,88.31,639.8,1,0.0,008/008256/008256044/dv/kplr008256044-20160209194854_dvr.pdf,5642,4.114,1.415,0.95,,15.879,0,8256044,train,0
CANDIDATE,6.8731664,172.518826,2455005.519,0,0.055,6.8569,3753.8,0.0813,89.61,535.5,1,0.1615,010/010418/010418224/dv/kplr010418224-20160209194854_dvr.pdf,6490,3.942,2.179,1.516,,14.588,1,10418224,train,1
CANDIDATE,161.4746786,170.60338,2455003.603,0,0.746,10.572,828.2,0.5729,89.48,47.8,1,0.4645,004/004841/004841374/dv/kplr004841374-20160209194854_dvr.pdf,5761,4.383,1.044,0.96,,13.871,1,4841374,train,1
FALSE POSITIVE,42.55926555,161.57039,2454994.57,0,0.775,3.36626,207990.0,0.2354,89.66,950.0,1,0.4596,005/005796/005796185/dv/kplr005796185-20160209194854_dvr.pdf,5764,4.548,0.863,0.959,,15.831,0,5796185,train,0
CANDIDATE,120.003364,250.137832,2455083.138,0,0.78,3.3803,39596.0,0.4209,89.82,131.1,1,0.3724,003/003345/003345675/dv/kplr003345675-20160209194854_dvr.pdf,4315,4.627,0.668,0.688,,15.635,1,3345675,train,1
FALSE POSITIVE,3.989144446,132.572437,2454965.572,0,0.252,20.7947,630520.0,0.0432,84.81,2055.9,1,-1.0,010/010346/010346522/dv/kplr010346522-20160209194854_dvr.pdf,5538,4.555,0.719,0.676,,14.404,0,10346522,train,0
FALSE POSITIVE,28.59788033,152.9842901,2454985.984,0,0.356,7.71925,85952.0,0.2032,89.41,2526.2,1,0.0063,002/002998/002998124/dv/kplr002998124-20160209194854_dvr.pdf,6590,3.787,2.474,1.368,,13.119,0,2998124,train,0
FALSE POSITIVE,3.457078812,131.8058069,2454964.806,0,0.317,5.24058,315520.0,0.0478,87.61,6009.0,1,-1.0,005/005288/005288543/dv/kplr005288543-20160209194854_dvr.pdf,6526,4.182,1.482,1.223,,13.585,0,5288543,train,0
FALSE POSITIVE,3.454241684,131.711253,2454964.711,0,0.505,4.69505,88195.0,0.0504,85.66,6581.3,1,0.3287,004/004740/004740676/dv/kplr004740676-20160209194854_dvr.pdf,6562,3.822,2.433,1.435,,13.198,0,4740676,train,0
FALSE POSITIVE,2.015152464,132.1127635,2454965.113,0,0.308,8.17997,561690.0,0.0353,84.78,4129.6,1,-1.0,009/009207/009207508/dv/kplr009207508-20160209194854_dvr.pdf,6988,4.163,1.649,1.448,,13.705,0,9207508,train,0
FALSE POSITIVE,1.085965104,132.006611,2454965.007,0,0.916,10.716,10579.0,0.0298,32.81,675.9,1,0.955,003/003443/003443582/dv/kplr003443582-20160209194854_dvr.pdf,15896,4.152,2.404,2.995,,15.799,0,3443582,train,0
CANDIDATE,155.042265,213.49978,2455046.5,0,0.824,9.848,4880.9,0.6167,89.43,117.9,1,0.5764,012/012417/012417486/dv/kplr012417486-20160209194854_dvr.pdf,4994,3.509,3.322,1.3,,14.932,1,12417486,train,1
CANDIDATE,8.600099313,172.529281,2455005.529,0,0.048,4.0077,2791.6,0.0747,89.84,209.2,1,0.0691,010/010616/010616679/dv/kplr010616679-20160209194854_dvr.pdf,5246,4.501,0.805,0.748,,14.486,1,10616679,train,1
FALSE POSITIVE,6.198273591,183.3731434,2455016.373,0,0.343,7.53837,47303.0,0.0657,87.29,2561.1,1,0.0052,005/005728/005728283/dv/kplr005728283-20160209194854_dvr.pdf,6038,4.524,0.898,0.982,,15.67,0,5728283,train,0
FALSE POSITIVE,0.760935268,131.6357605,2454964.636,0,0.527,2.77023,370600.0,0.0132,81.14,1289.0,1,-1.0,012/012418/012418816/dv/kplr012418816-20160209194854_dvr.pdf,4675,4.74,0.511,0.523,,12.402,0,12418816,train,0
FALSE POSITIVE,0.756511623,131.9298652,2454964.93,0,1.216,2.81832,41596.0,0.0171,57.06,845.0,1,0.9993,005/005216/005216727/dv/kplr005216727-20160209194854_dvr.pdf,6343,4.199,1.417,1.157,,13.448,0,5216727,train,0
FALSE POSITIVE,0.60886299,132.0506751,2454965.051,0,1.294,1.27896,2019.5,0.0153,47.3,457.8,1,0.9846,007/007769/007769072/dv/kplr007769072-20160209194854_dvr.pdf,5022,3.311,4.167,1.298,,13.886,0,7769072,train,0
FALSE POSITIVE,0.878803439,132.267269,2454965.267,0,0.467,2.74503,410720.0,0.0162,83.29,524.8,1,-1.0,004/004902/004902030/dv/kplr004902030-20160209194854_dvr.pdf,4524,4.566,0.737,0.727,,15.929,0,4902030,train,0
FALSE POSITIVE,26.95123768,150.923211,2454983.923,0,1.04,8.27486,86749.0,0.2033,87.75,1451.7,1,0.9962,004/004931/004931073/dv/kplr004931073-20160209194854_dvr.pdf,6675,3.748,2.747,1.54,,11.957,0,4931073,train,0
FALSE POSITIVE,53.10094262,135.9717179,2454968.972,0,0.988,2.2868,19981.0,0.263,89.56,1108.5,1,0.359,004/004639/004639868/dv/kplr004639868-20160209194854_dvr.pdf,5465,4.396,0.973,0.859,,12.907,0,4639868,train,0
CANDIDATE,1.847892736,132.19915,2454965.199,0,0.036,1.8904,323.3,0.0288,89.73,53.3,1,0.2861,012/012784/012784167/dv/kplr012784167-20160209194854_dvr.pdf,5763,4.557,0.842,0.937,,14.216,1,12784167,train,1
CANDIDATE,11.59822233,180.395376,2455013.395,0,0.679,2.5237,2804.5,0.0798,88.62,71.0,1,0.6552,011/011923/011923270/dv/kplr011923270-20160209194854_dvr.pdf,3688,4.79,0.473,0.503,,15.937,1,11923270,train,1
FALSE POSITIVE,15.24933591,143.662829,2454976.663,0,1.077,3.82224,34565.0,0.1231,87.53,635.5,1,0.4728,010/010659/010659313/dv/kplr010659313-20160209194854_dvr.pdf,6385,4.316,1.189,1.062,,13.593,0,10659313,train,0
FALSE POSITIVE,11.34434745,138.811996,2454971.812,0,0.692,5.9738,258240.0,0.099,88.07,437.2,1,0.1449,008/008621/008621353/dv/kplr008621353-20160209194854_dvr.pdf,5780,4.438,1.0,1.0,,17.953,0,8621353,train,0
FALSE POSITIVE,2.892087553,133.201742,2454966.202,0,1.062,3.16757,71631.0,0.0379,81.53,563.9,1,0.0,008/008381/008381592/dv/kplr008381592-20160209194854_dvr.pdf,5622,4.443,0.924,0.864,,15.599,0,8381592,train,0
CANDIDATE,1.569066598,133.04032,2454966.04,0,0.097,2.7803,147.2,0.0269,88.73,48.7,1,0.6069,009/009649/009649706/dv/kplr009649706-20160209194854_dvr.pdf,5821,4.172,1.395,1.054,,13.93,1,9649706,train,1
CANDIDATE,12.37646897,179.404945,2455012.405,0,0.468,2.7075,1709.0,0.0893,89.17,81.2,2,0.9511,010/010717/010717241/dv/kplr010717241-20160209194854_dvr.pdf,4200,4.664,0.607,0.622,,14.897,1,10717241,train,1
CANDIDATE,40.7150498,146.56647,2454979.566,0,0.638,8.587,563.9,0.2293,88.74,56.4,2,0.4931,011/011037/011037335/dv/kplr011037335-20160209194854_dvr.pdf,5968,4.534,0.881,0.97,,14.201,1,11037335,train,1
FALSE POSITIVE,2.489550708,132.044138,2454965.044,0,1.185,2.84685,29839.0,0.0341,77.42,443.6,1,0.2589,011/011200/011200773/dv/kplr011200773-20160209194854_dvr.pdf,6018,4.569,0.794,0.853,,13.669,0,11200773,train,0
CANDIDATE,198.7106251,156.51819,2454989.518,0,0.026,8.638,2094.8,0.6253,89.99,62.1,2,0.0471,003/003326/003326377/dv/kplr003326377-20160209194854_dvr.pdf,5180,4.548,0.8,0.825,,14.443,1,3326377,train,1
CANDIDATE,11.53029332,173.726435,2455006.726,0,0.027,1.8385,1209.3,0.098,89.97,57.6,1,0.5507,009/009119/009119458/dv/kplr009119458-20160209194854_dvr.pdf,5770,4.289,1.152,0.942,,14.539,1,9119458,train,1
CANDIDATE,5.392026903,171.72707,2455004.727,0,0.314,2.9804,1151.4,0.0583,88.67,77.4,1,0.2345,008/008414/008414716/dv/kplr008414716-20160209194854_dvr.pdf,5198,4.589,0.801,0.915,,15.651,1,8414716,train,1
CANDIDATE,1.680254289,131.898828,2454964.899,0,0.7314,12.585,51633.0,0.0251,49.27,178.7,1,,005/005390/005390913/dv/kplr005390913-20130815195353_dvr.pdf,6423,4.121,1.246,0.747,,12.075,1,5390913,train,1
FALSE POSITIVE,2.35195525,131.9168815,2454964.917,0,0.511,5.98883,212830.0,0.0363,82.95,1819.1,1,-1.0,009/009635/009635529/dv/kplr009635529-20160209194854_dvr.pdf,6550,4.324,1.225,1.157,,12.23,0,9635529,train,0
